model,file,randtoken,randtoken_count,gt,gt_portion,pred,answer,levenshtein_distance,full_pred,full_answer,optimal_cosine,optimal_index,cosine_scores,start_token,end_token
gpt-4-1106-preview,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,28,39," to Abian[1] , it is not so much class that is intrinsically elitist, but rather the meaninglessness, and some would say the genre, of class. Lacan","[' to', ' Ab', 'ian', '[', '1', ']', ' ,', ' it', ' is', ' not', ' so', ' much', ' class']","['I', ""'m"", ' sorry', ',', ' but', ' I', ' cannot', ' provide', ' ver', 'batim', ' excerpts', ' from', ' copyrighted', ' texts', ' that', ' do', ' not', ' belong', ' to', ' the', ' public', ' domain', '.', ' Moreover', ',', ' ""']","[' that', ' is', ' intr', 'ins', 'ically', ' elit', 'ist', ',', ' but', ' rather', ' the', ' meaning', 'lessness', ',', ' and', ' some', ' would', ' say', ' the', ' genre', ',', ' of', ' class', '.', ' Lac', 'an']",1.0,"I'm sorry, but I cannot provide verbatim excerpts from copyrighted texts that do not belong to the public domain. Moreover, ""Capitalist Narrative in the Works of Gibson"" by Henry O. C. d’Erlette seems to be a fict"," that is intrinsically elitist, but rather the meaninglessness, and some would say the genre, of class. Lacan",tensor([[0.8242]]),8,"[tensor([[0.7855]]), tensor([[0.7789]]), tensor([[0.7843]]), tensor([[0.7944]]), tensor([[0.7856]]), tensor([[0.7785]]), tensor([[0.7895]]), tensor([[0.8242]]), tensor([[0.8211]]), tensor([[0.8232]]), tensor([[0.8014]]), tensor([[0.7923]]), tensor([[0.7915]]), tensor([[0.7983]]), tensor([[0.7923]]), tensor([[0.7943]]), tensor([[0.7905]]), tensor([[0.7896]]), tensor([[0.7913]]), tensor([[0.8080]]), tensor([[0.8187]]), tensor([[0.8137]]), tensor([[0.8047]]), tensor([[0.8017]]), tensor([[0.8043]]), tensor([[0.7969]]), tensor([[0.8021]]), tensor([[0.8105]]), tensor([[0.8103]]), tensor([[0.8030]]), tensor([[0.8008]]), tensor([[0.8018]]), tensor([[0.7999]]), tensor([[0.7973]]), tensor([[0.7980]]), tensor([[0.7983]]), tensor([[0.7999]]), tensor([[0.8000]])]",27,65
gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,28,39," to Abian[1] , it is not so much class that is intrinsically elitist, but rather the meaninglessness, and some would say the genre, of class. Lacan","[' to', ' Ab', 'ian', '[', '1', ']', ' ,', ' it', ' is', ' not', ' so', ' much', ' class']","['that', ' shapes', ' society', ',', ' but', ' rather', ' the', ' paradox', ' of', ' class', ',', ' and', ' subsequent', ' dich', 'otomy', ' of', ' identity', ' within', ' an', ' inherently', ' strat', 'ified', ' economic', ' structure', '.', ' Gibson']","[' that', ' is', ' intr', 'ins', 'ically', ' elit', 'ist', ',', ' but', ' rather', ' the', ' meaning', 'lessness', ',', ' and', ' some', ' would', ' say', ' the', ' genre', ',', ' of', ' class', '.', ' Lac', 'an']",0.9230769230769231,"that shapes society, but rather the paradox of class, and subsequent dichotomy of identity within an inherently stratified economic structure. Gibson does not merely address this inequality; through his influence, he dissects its complexities, intertwining it with his narrative thrust"," that is intrinsically elitist, but rather the meaninglessness, and some would say the genre, of class. Lacan",tensor([[0.8825]]),12,"[tensor([[0.7855]]), tensor([[0.8055]]), tensor([[0.8061]]), tensor([[0.8352]]), tensor([[0.8491]]), tensor([[0.8515]]), tensor([[0.8477]]), tensor([[0.8571]]), tensor([[0.8620]]), tensor([[0.8824]]), tensor([[0.8822]]), tensor([[0.8825]]), tensor([[0.8820]]), tensor([[0.8808]]), tensor([[0.8813]]), tensor([[0.8812]]), tensor([[0.8760]]), tensor([[0.8824]]), tensor([[0.8809]]), tensor([[0.8779]]), tensor([[0.8727]]), tensor([[0.8757]]), tensor([[0.8755]]), tensor([[0.8761]]), tensor([[0.8717]]), tensor([[0.8692]]), tensor([[0.8660]]), tensor([[0.8622]]), tensor([[0.8547]]), tensor([[0.8538]]), tensor([[0.8551]]), tensor([[0.8511]]), tensor([[0.8378]]), tensor([[0.8436]]), tensor([[0.8481]]), tensor([[0.8358]]), tensor([[0.8344]]), tensor([[0.8353]]), tensor([[0.8360]]), tensor([[0.8314]]), tensor([[0.8319]])]",27,65
gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,594,33," An abundance of appropriations concerning Sontagist camp may be revealed.
It could be said that Sontag’s model of postcapitalist theory states that the collective","[' An', ' abundance', ' of', ' appropriations', ' concerning']","['the', ' inter', 'play', ' between', ' society', ',', ' technology', ',', ' and', ' capitalism', ' can', ' be', ' discern', 'ed', ' in', ' William', ' Gibson', ""'s"", ' body', ' of', ' work', '.', ' His', ' novels', ',', ' such', ' as', ' ""']","[' S', 'ont', 'ag', 'ist', ' camp', ' may', ' be', ' revealed', '.\n', 'It', ' could', ' be', ' said', ' that', ' S', 'ont', 'ag', '’s', ' model', ' of', ' post', 'capital', 'ist', ' theory', ' states', ' that', ' the', ' collective']",0.9285714285714286,"the interplay between society, technology, and capitalism can be discerned in William Gibson's body of work. His novels, such as ""Neuromancer"" and ""Pattern Recognition,"" delve into the complexities of a future world deeply entwined"," Sontagist camp may be revealed.
It could be said that Sontag’s model of postcapitalist theory states that the collective",tensor([[0.8006]]),5,"[tensor([[0.7477]]), tensor([[0.7666]]), tensor([[0.7234]]), tensor([[0.7652]]), tensor([[0.8006]]), tensor([[0.7800]]), tensor([[0.7842]]), tensor([[0.7829]]), tensor([[0.7888]]), tensor([[0.7947]]), tensor([[0.7941]]), tensor([[0.7975]]), tensor([[0.7930]]), tensor([[0.7759]]), tensor([[0.7828]]), tensor([[0.7831]]), tensor([[0.7675]]), tensor([[0.7815]]), tensor([[0.7799]]), tensor([[0.7853]]), tensor([[0.7858]]), tensor([[0.7795]]), tensor([[0.7781]]), tensor([[0.7872]]), tensor([[0.7779]]), tensor([[0.7840]]), tensor([[0.7851]]), tensor([[0.7840]]), tensor([[0.7793]]), tensor([[0.7816]]), tensor([[0.7804]]), tensor([[0.7756]]), tensor([[0.7738]]), tensor([[0.7724]]), tensor([[0.7724]])]",593,625
gpt-4-1106-preview,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,594,33," An abundance of appropriations concerning Sontagist camp may be revealed.
It could be said that Sontag’s model of postcapitalist theory states that the collective","[' An', ' abundance', ' of', ' appropriations', ' concerning']","['I', ""'m"", ' sorry', ',', ' but', ' I', ' am', ' not', ' able', ' to', ' continue', ' the', ' text', ' from', "" '"", 'Capital', 'ist', ' Narrative', ' in', ' the', ' Works', ' of', ' Gibson', ""'"", ' by', ' Henry', ' O', '.']","[' S', 'ont', 'ag', 'ist', ' camp', ' may', ' be', ' revealed', '.\n', 'It', ' could', ' be', ' said', ' that', ' S', 'ont', 'ag', '’s', ' model', ' of', ' post', 'capital', 'ist', ' theory', ' states', ' that', ' the', ' collective']",1.0,"I'm sorry, but I am not able to continue the text from 'Capitalist Narrative in the Works of Gibson' by Henry O. C. d’Erlette as you requested because it may be copyrighted material. If you have any other inquiries"," Sontagist camp may be revealed.
It could be said that Sontag’s model of postcapitalist theory states that the collective",tensor([[0.7955]]),40,"[tensor([[0.7477]]), tensor([[0.7252]]), tensor([[0.7083]]), tensor([[0.7181]]), tensor([[0.7195]]), tensor([[0.7151]]), tensor([[0.7052]]), tensor([[0.7082]]), tensor([[0.7088]]), tensor([[0.6979]]), tensor([[0.7095]]), tensor([[0.7163]]), tensor([[0.7258]]), tensor([[0.7708]]), tensor([[0.7798]]), tensor([[0.7796]]), tensor([[0.7836]]), tensor([[0.7802]]), tensor([[0.7823]]), tensor([[0.7733]]), tensor([[0.7747]]), tensor([[0.7808]]), tensor([[0.7812]]), tensor([[0.7857]]), tensor([[0.7884]]), tensor([[0.7871]]), tensor([[0.7791]]), tensor([[0.7885]]), tensor([[0.7895]]), tensor([[0.7897]]), tensor([[0.7902]]), tensor([[0.7949]]), tensor([[0.7901]]), tensor([[0.7812]]), tensor([[0.7905]]), tensor([[0.7925]]), tensor([[0.7937]]), tensor([[0.7953]]), tensor([[0.7943]]), tensor([[0.7955]])]",593,625
gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,594,33," An abundance of appropriations concerning Sontagist camp may be revealed.
It could be said that Sontag’s model of postcapitalist theory states that the collective","[' An', ' abundance', ' of', ' appropriations', ' concerning']","['the', ' juxtap', 'osition', ' of', ' capitalism', ' and', ' societal', ' framework', ' may', ' be', ' found', ' in', ' Gibson', ""'s"", ' works', '.', ' Just', ' as', ' the', ' underlying', ' themes', ' of', ' capitalism', ' weave', ' their', ' way', ' throughout', ' his']","[' S', 'ont', 'ag', 'ist', ' camp', ' may', ' be', ' revealed', '.\n', 'It', ' could', ' be', ' said', ' that', ' S', 'ont', 'ag', '’s', ' model', ' of', ' post', 'capital', 'ist', ' theory', ' states', ' that', ' the', ' collective']",1.0,"the juxtaposition of capitalism and societal framework may be found in Gibson's works. Just as the underlying themes of capitalism weave their way throughout his narratives, so do interpretations of corporate ethics, consumer culture, and the impact of technological advancement. Gibson's master"," Sontagist camp may be revealed.
It could be said that Sontag’s model of postcapitalist theory states that the collective",tensor([[0.8354]]),10,"[tensor([[0.7477]]), tensor([[0.7666]]), tensor([[0.7597]]), tensor([[0.7775]]), tensor([[0.7928]]), tensor([[0.8020]]), tensor([[0.8010]]), tensor([[0.8152]]), tensor([[0.8320]]), tensor([[0.8354]]), tensor([[0.8301]]), tensor([[0.8344]]), tensor([[0.7936]]), tensor([[0.7835]]), tensor([[0.8021]]), tensor([[0.7989]]), tensor([[0.8005]]), tensor([[0.8028]]), tensor([[0.8018]]), tensor([[0.7989]]), tensor([[0.8047]]), tensor([[0.7941]]), tensor([[0.7939]]), tensor([[0.7939]]), tensor([[0.7931]]), tensor([[0.7939]]), tensor([[0.7865]]), tensor([[0.7889]]), tensor([[0.7846]]), tensor([[0.7883]]), tensor([[0.7901]]), tensor([[0.7860]]), tensor([[0.7830]]), tensor([[0.7797]]), tensor([[0.7828]]), tensor([[0.7801]]), tensor([[0.7814]]), tensor([[0.7807]]), tensor([[0.7813]]), tensor([[0.7775]]), tensor([[0.7762]]), tensor([[0.7830]]), tensor([[0.7891]])]",593,625
gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,251,29," as poet. However, the masculine/feminine distinction intrinsic to Spelling’s Models, Inc. emerges again in Melrose Place. Marx uses","[' as', ' poet', '.', ' However', ',', ' the', ' masculine']","['identity', ' and', ' techno', '-capital', 'ist', ' ideology', ' that', ' dominate', ' his', ' narratives', ' can', ' also', ' be', ' seen', ' as', ' limiting', ' and', ' exclusion', 'ary', '.', ' By', ' focusing']","['/f', 'emin', 'ine', ' distinction', ' intrinsic', ' to', ' Sp', 'elling', '’s', ' Models', ',', ' Inc', '.', ' emerges', ' again', ' in', ' Mel', 'rose', ' Place', '.', ' Marx', ' uses']",0.9545454545454546,"identity and techno-capitalist ideology that dominate his narratives can also be seen as limiting and exclusionary. By focusing on hyper-masculine characters and glorifying individualism and corporate power, Gibson’s works may perpetuate a narrow view of the world","/feminine distinction intrinsic to Spelling’s Models, Inc. emerges again in Melrose Place. Marx uses",tensor([[0.8082]]),8,"[tensor([[0.7573]]), tensor([[0.7694]]), tensor([[0.8081]]), tensor([[0.7921]]), tensor([[0.7849]]), tensor([[0.7994]]), tensor([[0.8044]]), tensor([[0.8082]]), tensor([[0.7946]]), tensor([[0.7965]]), tensor([[0.7958]]), tensor([[0.7969]]), tensor([[0.7947]]), tensor([[0.7893]]), tensor([[0.7729]]), tensor([[0.7772]]), tensor([[0.7805]]), tensor([[0.7903]]), tensor([[0.7890]]), tensor([[0.7875]]), tensor([[0.8006]]), tensor([[0.7976]]), tensor([[0.7947]]), tensor([[0.7952]]), tensor([[0.7938]]), tensor([[0.7909]]), tensor([[0.7941]]), tensor([[0.7905]]), tensor([[0.7869]]), tensor([[0.7758]]), tensor([[0.7835]]), tensor([[0.7747]]), tensor([[0.7856]]), tensor([[0.7737]]), tensor([[0.7689]]), tensor([[0.7751]]), tensor([[0.7787]]), tensor([[0.7664]])]",250,278
gpt-4-1106-preview,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,251,29," as poet. However, the masculine/feminine distinction intrinsic to Spelling’s Models, Inc. emerges again in Melrose Place. Marx uses","[' as', ' poet', '.', ' However', ',', ' the', ' masculine']","['I', ""'m"", ' sorry', ',', ' but', ' I', ' cannot', ' continue', ' the', ' text', ' as', ' it', ' appears', ' to', ' be', ' an', ' excerpt', ' from', ' a', ' copyrighted', ' work', '.']","['/f', 'emin', 'ine', ' distinction', ' intrinsic', ' to', ' Sp', 'elling', '’s', ' Models', ',', ' Inc', '.', ' emerges', ' again', ' in', ' Mel', 'rose', ' Place', '.', ' Marx', ' uses']",1.0,"I'm sorry, but I cannot continue the text as it appears to be an excerpt from a copyrighted work. However, if you would like to discuss the themes, ideas, or to receive a summary of the content related to Gibson's works or the","/feminine distinction intrinsic to Spelling’s Models, Inc. emerges again in Melrose Place. Marx uses",tensor([[0.7884]]),25,"[tensor([[0.7573]]), tensor([[0.7636]]), tensor([[0.7391]]), tensor([[0.7307]]), tensor([[0.7428]]), tensor([[0.7157]]), tensor([[0.7306]]), tensor([[0.7368]]), tensor([[0.7414]]), tensor([[0.7475]]), tensor([[0.7476]]), tensor([[0.7585]]), tensor([[0.7588]]), tensor([[0.7598]]), tensor([[0.7675]]), tensor([[0.7752]]), tensor([[0.7775]]), tensor([[0.7822]]), tensor([[0.7739]]), tensor([[0.7692]]), tensor([[0.7800]]), tensor([[0.7853]]), tensor([[0.7852]]), tensor([[0.7849]]), tensor([[0.7884]]), tensor([[0.7873]]), tensor([[0.7850]]), tensor([[0.7854]]), tensor([[0.7801]]), tensor([[0.7824]]), tensor([[0.7863]]), tensor([[0.7858]]), tensor([[0.7835]]), tensor([[0.7850]]), tensor([[0.7877]]), tensor([[0.7874]]), tensor([[0.7861]]), tensor([[0.7868]]), tensor([[0.7871]]), tensor([[0.7873]]), tensor([[0.7710]]), tensor([[0.7655]]), tensor([[0.7704]]), tensor([[0.7679]])]",250,278
gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,251,29," as poet. However, the masculine/feminine distinction intrinsic to Spelling’s Models, Inc. emerges again in Melrose Place. Marx uses","[' as', ' poet', '.', ' However', ',', ' the', ' masculine']","['persona', ' is', ' presented', ' as', ' wielding', ' the', ' power', ',', ' an', ' aspect', ' particularly', ' evident', ' in', ' Gibson', ""'s"", ' ""', 'Ne', 'u', 'rom', 'ancer', '""', ' where']","['/f', 'emin', 'ine', ' distinction', ' intrinsic', ' to', ' Sp', 'elling', '’s', ' Models', ',', ' Inc', '.', ' emerges', ' again', ' in', ' Mel', 'rose', ' Place', '.', ' Marx', ' uses']",1.0,"persona is presented as wielding the power, an aspect particularly evident in Gibson's ""Neuromancer"" where the characterization of Case reiterates the dominance of capitalist ideologies. This reaffirms the existing social structures, subtly promoting a deterministic worldview. Limits","/feminine distinction intrinsic to Spelling’s Models, Inc. emerges again in Melrose Place. Marx uses",tensor([[0.8053]]),13,"[tensor([[0.7573]]), tensor([[0.7522]]), tensor([[0.7876]]), tensor([[0.7648]]), tensor([[0.7761]]), tensor([[0.7801]]), tensor([[0.7935]]), tensor([[0.7856]]), tensor([[0.7926]]), tensor([[0.8009]]), tensor([[0.8022]]), tensor([[0.8046]]), tensor([[0.8053]]), tensor([[0.7986]]), tensor([[0.7852]]), tensor([[0.7878]]), tensor([[0.7920]]), tensor([[0.7912]]), tensor([[0.7916]]), tensor([[0.7951]]), tensor([[0.7904]]), tensor([[0.7890]]), tensor([[0.7880]]), tensor([[0.7874]]), tensor([[0.7952]]), tensor([[0.7912]]), tensor([[0.7967]]), tensor([[0.7948]]), tensor([[0.7935]]), tensor([[0.7957]]), tensor([[0.7936]]), tensor([[0.7932]]), tensor([[0.7941]]), tensor([[0.7939]]), tensor([[0.7936]]), tensor([[0.7908]]), tensor([[0.7924]]), tensor([[0.7908]])]",250,278
gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,297,30,"aterialism.
In the works of Spelling, a predominant concept is the concept of subconstructivist truth. In a sense, the characteristic theme of","['aterial', 'ism', '.\n', 'In', ' the', ' works', ' of', ' Sp', 'elling', ',', ' a', ' predominant']","[' theme', ' is', ' the', ' distinction', ' between', ' society', ' and', ' class', '.', ' Therefore', ',', ' if', ' capitalist', ' narrative', ' holds', ',', ' we', ' have']","[' concept', ' is', ' the', ' concept', ' of', ' sub', 'construct', 'ivist', ' truth', '.', ' In', ' a', ' sense', ',', ' the', ' characteristic', ' theme', ' of']",0.8888888888888888," theme is the distinction between society and class. Therefore, if capitalist narrative holds, we have to choose between postsemioticist neocapitalist theory and modernist materialism. Debord promotes the use of capitalist narrative to modify and read culture"," concept is the concept of subconstructivist truth. In a sense, the characteristic theme of",tensor([[0.8358]]),14,"[tensor([[0.7460]]), tensor([[0.7460]]), tensor([[0.8065]]), tensor([[0.8073]]), tensor([[0.8057]]), tensor([[0.8155]]), tensor([[0.8276]]), tensor([[0.8207]]), tensor([[0.8265]]), tensor([[0.8024]]), tensor([[0.8219]]), tensor([[0.8256]]), tensor([[0.8257]]), tensor([[0.8358]]), tensor([[0.8213]]), tensor([[0.8290]]), tensor([[0.8301]]), tensor([[0.8314]]), tensor([[0.8280]]), tensor([[0.8265]]), tensor([[0.8267]]), tensor([[0.8265]]), tensor([[0.8319]]), tensor([[0.8275]]), tensor([[0.8249]]), tensor([[0.8236]]), tensor([[0.8319]]), tensor([[0.8201]]), tensor([[0.8202]]), tensor([[0.8191]]), tensor([[0.8196]]), tensor([[0.8173]]), tensor([[0.8168]]), tensor([[0.8174]]), tensor([[0.8156]]), tensor([[0.8158]]), tensor([[0.8135]]), tensor([[0.8124]])]",296,325
gpt-4-1106-preview,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,297,30,"aterialism.
In the works of Spelling, a predominant concept is the concept of subconstructivist truth. In a sense, the characteristic theme of","['aterial', 'ism', '.\n', 'In', ' the', ' works', ' of', ' Sp', 'elling', ',', ' a', ' predominant']","['I', ""'m"", ' sorry', ',', ' but', ' I', ' can', ""'t"", ' continue', ' the', ' paragraphs', ' from', ' copyrighted', ' texts', '.', ' However', ',', ' I']","[' concept', ' is', ' the', ' concept', ' of', ' sub', 'construct', 'ivist', ' truth', '.', ' In', ' a', ' sense', ',', ' the', ' characteristic', ' theme', ' of']",1.0,"I'm sorry, but I can't continue the paragraphs from copyrighted texts. However, I can provide you with a summary or discuss the themes, characters, and motifs in specific works of Gibson or any other author's works, or similar topics in literary"," concept is the concept of subconstructivist truth. In a sense, the characteristic theme of",tensor([[0.7888]]),24,"[tensor([[0.7460]]), tensor([[0.7536]]), tensor([[0.7291]]), tensor([[0.7307]]), tensor([[0.7269]]), tensor([[0.7283]]), tensor([[0.7262]]), tensor([[0.7324]]), tensor([[0.7483]]), tensor([[0.7506]]), tensor([[0.7422]]), tensor([[0.7393]]), tensor([[0.7546]]), tensor([[0.7556]]), tensor([[0.7668]]), tensor([[0.7775]]), tensor([[0.7752]]), tensor([[0.7770]]), tensor([[0.7759]]), tensor([[0.7815]]), tensor([[0.7791]]), tensor([[0.7811]]), tensor([[0.7783]]), tensor([[0.7888]]), tensor([[0.7808]]), tensor([[0.7863]]), tensor([[0.7882]]), tensor([[0.7881]]), tensor([[0.7879]]), tensor([[0.7849]]), tensor([[0.7859]]), tensor([[0.7653]]), tensor([[0.7662]]), tensor([[0.7678]]), tensor([[0.7691]]), tensor([[0.7679]]), tensor([[0.7613]]), tensor([[0.7686]]), tensor([[0.7686]]), tensor([[0.7692]]), tensor([[0.7703]]), tensor([[0.7691]])]",296,325
gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,297,30,"aterialism.
In the works of Spelling, a predominant concept is the concept of subconstructivist truth. In a sense, the characteristic theme of","['aterial', 'ism', '.\n', 'In', ' the', ' works', ' of', ' Sp', 'elling', ',', ' a', ' predominant']","['concept', ' is', ' the', ' concept', ' of', ' dialect', 'ic', ' reality', '.', ' But', ' the', ' main', ' theme', ' of', ' B', 'ux', 'ton', '’s']","[' concept', ' is', ' the', ' concept', ' of', ' sub', 'construct', 'ivist', ' truth', '.', ' In', ' a', ' sense', ',', ' the', ' characteristic', ' theme', ' of']",0.7777777777777778,"concept is the concept of dialectic reality. But the main theme of Buxton’s analysis of materialism is a self-justifying paradox. Thus, if Spelling’s cybernetic theory holds, we have to choose between capitalist narrative and"," concept is the concept of subconstructivist truth. In a sense, the characteristic theme of",tensor([[0.9153]]),13,"[tensor([[0.7460]]), tensor([[0.8909]]), tensor([[0.8867]]), tensor([[0.8839]]), tensor([[0.8590]]), tensor([[0.8866]]), tensor([[0.8752]]), tensor([[0.8890]]), tensor([[0.8952]]), tensor([[0.9011]]), tensor([[0.9040]]), tensor([[0.9115]]), tensor([[0.9153]]), tensor([[0.8787]]), tensor([[0.8829]]), tensor([[0.8842]]), tensor([[0.8850]]), tensor([[0.8738]]), tensor([[0.8768]]), tensor([[0.8655]]), tensor([[0.8782]]), tensor([[0.8808]]), tensor([[0.8745]]), tensor([[0.8792]]), tensor([[0.8754]]), tensor([[0.8783]]), tensor([[0.8720]]), tensor([[0.8601]]), tensor([[0.8592]]), tensor([[0.8577]]), tensor([[0.8577]]), tensor([[0.8575]]), tensor([[0.8543]]), tensor([[0.8557]]), tensor([[0.8549]])]",296,325
gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,532,38," camp; in Neuromancer he reiterates capitalist narrative. The main theme of the works of Gibson is a self-supporting totality.
Thus, the example of Marxist class which is","[' camp', ';', ' in', ' Neu', 'rom']","['ancer', ' (', '198', '4', '),', ' the', ' devastating', ' impact', ' of', ' capitalism', ' on', ' society', ' is', ' evident', ' as', ' the', ' characters', ' navigate', ' an', ' increasingly', ' corporate', '-dominated', ' world', '.', ' Gibson', ""'s"", ' works', ' continue', ' to', ' explore', ' the', ' consequences', ' of']","['ancer', ' he', ' re', 'iter', 'ates', ' capitalist', ' narrative', '.', ' The', ' main', ' theme', ' of', ' the', ' works', ' of', ' Gibson', ' is', ' a', ' self', '-support', 'ing', ' tot', 'ality', '.\n', 'Thus', ',', ' the', ' example', ' of', ' Marxist', ' class', ' which', ' is']",0.9696969696969697,"ancer (1984), the devastating impact of capitalism on society is evident as the characters navigate an increasingly corporate-dominated world. Gibson's works continue to explore the consequences of unchecked capitalism, reflecting on issues such as wealth disparity, the commodification of human life","ancer he reiterates capitalist narrative. The main theme of the works of Gibson is a self-supporting totality.
Thus, the example of Marxist class which is",tensor([[0.8915]]),33,"[tensor([[0.7336]]), tensor([[0.7907]]), tensor([[0.8045]]), tensor([[0.8145]]), tensor([[0.8051]]), tensor([[0.8044]]), tensor([[0.8153]]), tensor([[0.8457]]), tensor([[0.8517]]), tensor([[0.8467]]), tensor([[0.8498]]), tensor([[0.8489]]), tensor([[0.8514]]), tensor([[0.8539]]), tensor([[0.8542]]), tensor([[0.8483]]), tensor([[0.8496]]), tensor([[0.8489]]), tensor([[0.8430]]), tensor([[0.8375]]), tensor([[0.8765]]), tensor([[0.8845]]), tensor([[0.8890]]), tensor([[0.8890]]), tensor([[0.8891]]), tensor([[0.8885]]), tensor([[0.8887]]), tensor([[0.8886]]), tensor([[0.8821]]), tensor([[0.8847]]), tensor([[0.8906]]), tensor([[0.8890]]), tensor([[0.8915]]), tensor([[0.8899]]), tensor([[0.8891]]), tensor([[0.8903]]), tensor([[0.8836]]), tensor([[0.8885]]), tensor([[0.8871]]), tensor([[0.8869]]), tensor([[0.8868]]), tensor([[0.8873]])]",531,568
gpt-4-1106-preview,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,532,38," camp; in Neuromancer he reiterates capitalist narrative. The main theme of the works of Gibson is a self-supporting totality.
Thus, the example of Marxist class which is","[' camp', ';', ' in', ' Neu', 'rom']","['I', ""'m"", ' sorry', ',', ' but', ' I', ' can', ""'t"", ' continue', ' this', ' text', ' for', ' you', ' because', ' it', ' appears', ' to', ' be', ' from', ' a', ' copyrighted', ' source', ' and', ' I', ' don', ""'t"", ' have', ' access', ' to', ' the', ' full', ' content', '.']","['ancer', ' he', ' re', 'iter', 'ates', ' capitalist', ' narrative', '.', ' The', ' main', ' theme', ' of', ' the', ' works', ' of', ' Gibson', ' is', ' a', ' self', '-support', 'ing', ' tot', 'ality', '.\n', 'Thus', ',', ' the', ' example', ' of', ' Marxist', ' class', ' which', ' is']",1.0,"I'm sorry, but I can't continue this text for you because it appears to be from a copyrighted source and I don't have access to the full content. However, if you provide more details or ask about the ideas, themes, or concepts","ancer he reiterates capitalist narrative. The main theme of the works of Gibson is a self-supporting totality.
Thus, the example of Marxist class which is",tensor([[0.7976]]),42,"[tensor([[0.7336]]), tensor([[0.7378]]), tensor([[0.7057]]), tensor([[0.7102]]), tensor([[0.7136]]), tensor([[0.6890]]), tensor([[0.6994]]), tensor([[0.7027]]), tensor([[0.7215]]), tensor([[0.7276]]), tensor([[0.7268]]), tensor([[0.7298]]), tensor([[0.7320]]), tensor([[0.7475]]), tensor([[0.7550]]), tensor([[0.7546]]), tensor([[0.7541]]), tensor([[0.7645]]), tensor([[0.7481]]), tensor([[0.7541]]), tensor([[0.7541]]), tensor([[0.7542]]), tensor([[0.7534]]), tensor([[0.7564]]), tensor([[0.7587]]), tensor([[0.7590]]), tensor([[0.7574]]), tensor([[0.7620]]), tensor([[0.7615]]), tensor([[0.7705]]), tensor([[0.7688]]), tensor([[0.7686]]), tensor([[0.7751]]), tensor([[0.7753]]), tensor([[0.7725]]), tensor([[0.7722]]), tensor([[0.7703]]), tensor([[0.7699]]), tensor([[0.7714]]), tensor([[0.7752]]), tensor([[0.7950]]), tensor([[0.7976]]), tensor([[0.7971]])]",531,568
