,Unnamed: 0,model,file,randtoken,randtoken_count,gt,gt_portion,pred,answer,levenshtein_distance,full_pred,full_answer,optimal_cosine,optimal_index,cosine_scores,start_token,end_token,Percent Bad
21,30,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,199,35," is interpolated into a capitalist narrative that includes consciousness as a totality.
2. Subdeconstructivist feminism and postcapitalist theory
The primary theme of la Tournier","[' is', ' interpolated', ' into', ' a', ' capitalist']","['s', 'ociety', ' where', ' technology', ' and', ' consumer', 'ism', ' play', ' a', ' central', ' role', ' in', ' shaping', ' human', ' experience', '.', ' In', ' ""', 'Ne', 'u', 'rom', 'ancer', ',""', ' for', ' example', ',', ' the', ' protagonist', ' Case', ' navig']","[' narrative', ' that', ' includes', ' consciousness', ' as', ' a', ' tot', 'ality', '.\n', '2', '.', ' Sub', 'de', 'construct', 'ivist', ' feminism', ' and', ' post', 'capital', 'ist', ' theory', '\n', 'The', ' primary', ' theme', ' of', ' la', ' T', 'ourn', 'ier']",1.0,"society where technology and consumerism play a central role in shaping human experience. In ""Neuromancer,"" for example, the protagonist Case navigates a world where corporations hold immense power and where individuals are both enhanced and exploited by technological advancements."," narrative that includes consciousness as a totality.
2. Subdeconstructivist feminism and postcapitalist theory
The primary theme of la Tournier",tensor([[0.8222]]),20,"[tensor([[0.7549]]), tensor([[0.7386]]), tensor([[0.7498]]), tensor([[0.7532]]), tensor([[0.7642]]), tensor([[0.7867]]), tensor([[0.7797]]), tensor([[0.7842]]), tensor([[0.7843]]), tensor([[0.7847]]), tensor([[0.7893]]), tensor([[0.8019]]), tensor([[0.8063]]), tensor([[0.7984]]), tensor([[0.8129]]), tensor([[0.8093]]), tensor([[0.8114]]), tensor([[0.8088]]), tensor([[0.8153]]), tensor([[0.8222]]), tensor([[0.8222]]), tensor([[0.8170]]), tensor([[0.8152]]), tensor([[0.8171]]), tensor([[0.8145]]), tensor([[0.8119]]), tensor([[0.8113]]), tensor([[0.8141]]), tensor([[0.8136]]), tensor([[0.8133]]), tensor([[0.8145]]), tensor([[0.8143]]), tensor([[0.8136]]), tensor([[0.8153]]), tensor([[0.8147]]), tensor([[0.8127]]), tensor([[0.8125]]), tensor([[0.8115]]), tensor([[0.8115]]), tensor([[0.8091]])]",198,232,0.3033088235294117
23,33,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,272,22," again in Melrose Place. Marx uses the term ‘capitalist narrative’ to denote not dematerialism,","[' again', ' in', ' Mel', 'rose', ' Place', '.']","['In', ' Gibson', ""'s"", ' narrative', ',', ' the', ' capitalist', ' under', 'current', ' often', ' serves', ' as', ' a', ' backdrop', ' against', ' which']","[' Marx', ' uses', ' the', ' term', ' ‘', 'capital', 'ist', ' narrative', '’', ' to', ' denote', ' not', ' dem', 'aterial', 'ism', ',']",1.0,"In Gibson's narrative, the capitalist undercurrent often serves as a backdrop against which the characters navigate their relationships, ambitions, and conflicts. By highlighting the allure and pitfalls of capitalism, Gibson prompts his audience to reflect on the impact of economic systems on individual"," Marx uses the term ‘capitalist narrative’ to denote not dematerialism,",tensor([[0.8407]]),14,"[tensor([[0.7477]]), tensor([[0.7479]]), tensor([[0.7058]]), tensor([[0.7763]]), tensor([[0.7813]]), tensor([[0.8324]]), tensor([[0.8298]]), tensor([[0.8337]]), tensor([[0.8300]]), tensor([[0.8361]]), tensor([[0.8395]]), tensor([[0.8341]]), tensor([[0.8386]]), tensor([[0.8407]]), tensor([[0.8403]]), tensor([[0.8312]]), tensor([[0.8280]]), tensor([[0.8299]]), tensor([[0.8244]]), tensor([[0.8216]]), tensor([[0.8207]]), tensor([[0.8172]]), tensor([[0.8208]]), tensor([[0.8202]]), tensor([[0.8213]]), tensor([[0.8186]]), tensor([[0.8192]]), tensor([[0.8148]]), tensor([[0.8169]]), tensor([[0.8176]]), tensor([[0.8144]]), tensor([[0.8142]]), tensor([[0.8165]]), tensor([[0.8140]]), tensor([[0.8168]]), tensor([[0.8139]]), tensor([[0.8133]]), tensor([[0.8160]]), tensor([[0.8120]]), tensor([[0.8139]]), tensor([[0.8085]]), tensor([[0.8072]]), tensor([[0.8074]]), tensor([[0.8059]])]",271,292,0.3033088235294117
25,36,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,107,26," theme of the works of Spelling is a mythopoetical paradox.
It could be said that Derrida suggests the use of","[' theme', ' of', ' the', ' works', ' of', ' Sp', 'elling']","['Ap', 'ologies', ' for', ' the', ' confusion', ',', ' but', ' it', ' seems', ' there', ' might', ' be', ' a', ' mix', '-up', ' in', ' the', ' information', ' provided']","[' is', ' a', ' myth', 'opo', 'etical', ' paradox', '.\n', 'It', ' could', ' be', ' said', ' that', ' D', 'err', 'ida', ' suggests', ' the', ' use', ' of']",0.9473684210526316,"Apologies for the confusion, but it seems there might be a mix-up in the information provided. The paragraph you've provided is from an article by Henry O.C. d’Erlette discussing the capitalist narrative in the works of William Gibson, not"," is a mythopoetical paradox.
It could be said that Derrida suggests the use of",tensor([[0.8542]]),31,"[tensor([[0.7781]]), tensor([[0.7634]]), tensor([[0.7880]]), tensor([[0.7928]]), tensor([[0.7938]]), tensor([[0.8068]]), tensor([[0.8043]]), tensor([[0.8080]]), tensor([[0.8073]]), tensor([[0.8302]]), tensor([[0.8265]]), tensor([[0.8326]]), tensor([[0.8108]]), tensor([[0.8139]]), tensor([[0.8158]]), tensor([[0.8225]]), tensor([[0.8229]]), tensor([[0.8296]]), tensor([[0.8404]]), tensor([[0.8403]]), tensor([[0.8325]]), tensor([[0.8407]]), tensor([[0.8355]]), tensor([[0.8457]]), tensor([[0.8308]]), tensor([[0.8384]]), tensor([[0.8401]]), tensor([[0.8437]]), tensor([[0.8442]]), tensor([[0.8463]]), tensor([[0.8542]]), tensor([[0.8203]]), tensor([[0.8213]]), tensor([[0.8215]]), tensor([[0.8292]]), tensor([[0.8216]]), tensor([[0.8275]]), tensor([[0.8100]]), tensor([[0.8126]]), tensor([[0.8126]])]",106,131,0.3033088235294117
27,39,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,399,39," that the works of Spelling are empowering. Many appropriations concerning the role of the writer as observer exist.
It could be said that Baudrillard uses the term ‘Sontagist camp","[' that', ' the', ' works', ' of', ' Sp', 'elling', ' are', ' empowering', '.', ' Many', ' appropriations', ' concerning', ' the', ' role']","['of', ' the', ' capitalist', ' model', ' exist', '.', ' Therefore', ',', ' the', ' main', ' theme', ' of', ' the', ' works', ' of', ' Sp', 'elling', ' is', ' the', ' economy', '.', ' The', ' subject', ' is', ' contextual']","[' of', ' the', ' writer', ' as', ' observer', ' exist', '.\n', 'It', ' could', ' be', ' said', ' that', ' B', 'aud', 'r', 'illard', ' uses', ' the', ' term', ' ‘', 'S', 'ont', 'ag', 'ist', ' camp']",0.96,"of the capitalist model exist. Therefore, the main theme of the works of Spelling is the economy. The subject is contextualised into a capitalist narrative that includes culture as a whole. In a sense, the characteristic theme of Reicher’s[2"," of the writer as observer exist.
It could be said that Baudrillard uses the term ‘Sontagist camp",tensor([[0.7888]]),15,"[tensor([[0.7529]]), tensor([[0.7596]]), tensor([[0.7738]]), tensor([[0.7613]]), tensor([[0.7602]]), tensor([[0.7595]]), tensor([[0.7682]]), tensor([[0.7703]]), tensor([[0.7695]]), tensor([[0.7746]]), tensor([[0.7713]]), tensor([[0.7700]]), tensor([[0.7781]]), tensor([[0.7755]]), tensor([[0.7888]]), tensor([[0.7790]]), tensor([[0.7785]]), tensor([[0.7612]]), tensor([[0.7716]]), tensor([[0.7755]]), tensor([[0.7711]]), tensor([[0.7819]]), tensor([[0.7769]]), tensor([[0.7754]]), tensor([[0.7810]]), tensor([[0.7839]]), tensor([[0.7792]]), tensor([[0.7813]]), tensor([[0.7832]]), tensor([[0.7802]]), tensor([[0.7798]]), tensor([[0.7718]]), tensor([[0.7782]]), tensor([[0.7786]]), tensor([[0.7745]]), tensor([[0.7777]]), tensor([[0.7832]]), tensor([[0.7837]]), tensor([[0.7786]]), tensor([[0.7727]])]",398,436,0.3033088235294117
29,42,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,384,29," predialectic sexual identity. Therefore, Scuglia[4] holds that the works of Spelling are empowering. Many appropriations concerning the role","[' pred', 'ialect', 'ic', ' sexual', ' identity', '.', ' Therefore', ',']","['G', 'ib', 'son', ""'s"", ' works', ' offer', ' a', ' complex', ' exploration', ' of', ' capitalism', ""'s"", ' impact', ' on', ' individual', ' identity', ',', ' as', ' characters', ' navigate', ' a']","[' Sc', 'ug', 'lia', '[', '4', ']', ' holds', ' that', ' the', ' works', ' of', ' Sp', 'elling', ' are', ' empowering', '.', ' Many', ' appropriations', ' concerning', ' the', ' role']",1.0,"Gibson's works offer a complex exploration of capitalism's impact on individual identity, as characters navigate a world where corporate power, technology, and consumerism shape their sense of self and community. Through his narratives, Gibson critiques capitalist systems that commodify", Scuglia[4] holds that the works of Spelling are empowering. Many appropriations concerning the role,tensor([[0.7719]]),17,"[tensor([[0.7406]]), tensor([[0.7146]]), tensor([[0.7569]]), tensor([[0.7558]]), tensor([[0.7693]]), tensor([[0.7594]]), tensor([[0.7591]]), tensor([[0.7692]]), tensor([[0.7638]]), tensor([[0.7578]]), tensor([[0.7606]]), tensor([[0.7665]]), tensor([[0.7651]]), tensor([[0.7678]]), tensor([[0.7702]]), tensor([[0.7656]]), tensor([[0.7719]]), tensor([[0.7606]]), tensor([[0.7638]]), tensor([[0.7558]]), tensor([[0.7684]]), tensor([[0.7686]]), tensor([[0.7616]]), tensor([[0.7526]]), tensor([[0.7527]]), tensor([[0.7537]]), tensor([[0.7506]]), tensor([[0.7531]]), tensor([[0.7500]]), tensor([[0.7542]]), tensor([[0.7627]]), tensor([[0.7582]]), tensor([[0.7619]]), tensor([[0.7550]]), tensor([[0.7435]]), tensor([[0.7367]]), tensor([[0.7343]]), tensor([[0.7340]]), tensor([[0.7409]]), tensor([[0.7376]])]",383,411,0.3033088235294117
31,45,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,569,40," is a central theme of Gibson’s All Tomorrow’s Parties is also evident in Pattern Recognition, although in a more semantic sense. An abundance of appropriations concerning Sontagist camp may be revealed.
It","[' is', ' a', ' central', ' theme', ' of', ' Gibson', '’s', ' All', ' Tomorrow', '’s', ' Parties', ' is', ' also', ' evident', ' in']","[' his', ' broader', ' body', ' of', ' work', '.', ' Through', ' his', ' portrayal', ' of', ' futuristic', ' societies', ' where', ' powerful', ' corporations', ' dictate', ' the', ' lives', ' of', ' individuals', ',', ' Gibson', ' raises', ' important', ' questions']","[' Pattern', ' Recognition', ',', ' although', ' in', ' a', ' more', ' semantic', ' sense', '.', ' An', ' abundance', ' of', ' appropriations', ' concerning', ' S', 'ont', 'ag', 'ist', ' camp', ' may', ' be', ' revealed', '.\n', 'It']",1.0," his broader body of work. Through his portrayal of futuristic societies where powerful corporations dictate the lives of individuals, Gibson raises important questions about the impact of capitalism on human nature and society as a whole. In All Tomorrow’s Parties specifically, he delves into"," Pattern Recognition, although in a more semantic sense. An abundance of appropriations concerning Sontagist camp may be revealed.
It",tensor([[0.7976]]),4,"[tensor([[0.7737]]), tensor([[0.7737]]), tensor([[0.7972]]), tensor([[0.7976]]), tensor([[0.7684]]), tensor([[0.7855]]), tensor([[0.7771]]), tensor([[0.7844]]), tensor([[0.7949]]), tensor([[0.7745]]), tensor([[0.7755]]), tensor([[0.7622]]), tensor([[0.7618]]), tensor([[0.7587]]), tensor([[0.7668]]), tensor([[0.7674]]), tensor([[0.7698]]), tensor([[0.7712]]), tensor([[0.7701]]), tensor([[0.7698]]), tensor([[0.7694]]), tensor([[0.7485]]), tensor([[0.7316]]), tensor([[0.7368]]), tensor([[0.7368]]), tensor([[0.7393]]), tensor([[0.7463]]), tensor([[0.7340]]), tensor([[0.7381]]), tensor([[0.7269]]), tensor([[0.7268]]), tensor([[0.7278]]), tensor([[0.7222]]), tensor([[0.7240]]), tensor([[0.7229]]), tensor([[0.7275]]), tensor([[0.7346]]), tensor([[0.7500]]), tensor([[0.7346]]), tensor([[0.7299]]), tensor([[0.7233]]), tensor([[0.7245]]), tensor([[0.7383]]), tensor([[0.7334]]), tensor([[0.7142]]), tensor([[0.7188]])]",568,607,0.3033088235294117
33,48,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,259,21,"eminine distinction intrinsic to Spelling’s Models, Inc. emerges again in Melrose Place. Marx uses","['emin', 'ine', ' distinction', ' intrinsic', ' to', ' Sp', 'elling']","['B', 'ee', '’s', ' highlighted', ' use', ' of', ' capitalist', ' discourse', ' consisting', ' predominantly', ' of', ' large', ' corporations', ',']","['’s', ' Models', ',', ' Inc', '.', ' emerges', ' again', ' in', ' Mel', 'rose', ' Place', '.', ' Marx', ' uses']",1.0,"Bee’s highlighted use of capitalist discourse consisting predominantly of large corporations, brands and the power dynamics they possess. The female protagonist’s struggle against these structures creates a juxtaposition that underscores the feminine distinction intrinsic to Spelling Bee’s narrative. Gibson’s adept","’s Models, Inc. emerges again in Melrose Place. Marx uses",tensor([[0.8064]]),9,"[tensor([[0.7219]]), tensor([[0.7505]]), tensor([[0.7562]]), tensor([[0.7670]]), tensor([[0.7739]]), tensor([[0.8014]]), tensor([[0.7938]]), tensor([[0.8052]]), tensor([[0.8064]]), tensor([[0.8018]]), tensor([[0.8016]]), tensor([[0.7958]]), tensor([[0.7928]]), tensor([[0.7904]]), tensor([[0.7933]]), tensor([[0.7878]]), tensor([[0.7864]]), tensor([[0.7898]]), tensor([[0.7999]]), tensor([[0.7847]]), tensor([[0.7844]]), tensor([[0.7768]]), tensor([[0.7749]]), tensor([[0.7718]]), tensor([[0.7703]]), tensor([[0.7701]]), tensor([[0.7690]]), tensor([[0.7730]]), tensor([[0.7663]]), tensor([[0.7690]]), tensor([[0.7636]]), tensor([[0.7655]]), tensor([[0.7636]]), tensor([[0.7622]]), tensor([[0.7609]]), tensor([[0.7615]]), tensor([[0.7663]]), tensor([[0.7568]]), tensor([[0.7733]]), tensor([[0.7715]]), tensor([[0.7706]])]",258,278,0.3033088235294117
35,51,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,148,24," Spelling reiterates Sontagist camp; in Charmed, although, he affirms capitalist narrative.
In","[' Sp', 'elling', ' re', 'iter', 'ates', ' S', 'ont', 'ag', 'ist', ' camp', ';']","['in', ' Gibson', '’s', ' novels', ',', ' the', ' inter', 'play', ' between', ' technology', ',', ' capitalism', ',']","[' in', ' Char', 'med', ',', ' although', ',', ' he', ' aff', 'irms', ' capitalist', ' narrative', '.\n', 'In']",1.0,"in Gibson’s novels, the interplay between technology, capitalism, and human experience creates a narrative that underscores the tensions and paradoxes of the modern world. Spelling reiterates Sontagist camp; here, the narrative voice draws attention to"," in Charmed, although, he affirms capitalist narrative.
In",tensor([[0.8182]]),29,"[tensor([[0.7445]]), tensor([[0.7752]]), tensor([[0.7366]]), tensor([[0.7664]]), tensor([[0.7655]]), tensor([[0.7424]]), tensor([[0.7673]]), tensor([[0.7710]]), tensor([[0.8140]]), tensor([[0.8061]]), tensor([[0.7987]]), tensor([[0.7980]]), tensor([[0.7923]]), tensor([[0.8000]]), tensor([[0.7982]]), tensor([[0.8017]]), tensor([[0.7967]]), tensor([[0.8033]]), tensor([[0.7964]]), tensor([[0.8005]]), tensor([[0.7911]]), tensor([[0.7945]]), tensor([[0.7959]]), tensor([[0.7889]]), tensor([[0.8178]]), tensor([[0.7959]]), tensor([[0.7950]]), tensor([[0.7947]]), tensor([[0.8182]]), tensor([[0.8165]]), tensor([[0.7966]]), tensor([[0.7977]]), tensor([[0.7967]]), tensor([[0.7944]]), tensor([[0.7940]]), tensor([[0.7933]])]",147,170,0.3033088235294117
37,54,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,595,25," abundance of appropriations concerning Sontagist camp may be revealed.
It could be said that Sontag’s model of post","[' abundance', ' of', ' appropriations', ' concerning', ' S']","['c', 'ience', ' fiction', ',', ' post', 'modern', 'ism', ',', ' and', ' technology', '.', ' Gibson', '’s', ' novels', ' are', ' often', ' characterized', ' by', ' their', ' exploration']","['ont', 'ag', 'ist', ' camp', ' may', ' be', ' revealed', '.\n', 'It', ' could', ' be', ' said', ' that', ' S', 'ont', 'ag', '’s', ' model', ' of', ' post']",1.0,"cience fiction, postmodernism, and technology. Gibson’s novels are often characterized by their exploration of cyberspace, virtual reality, artificial intelligence, and the effect of technology on society. His work delves into themes of globalization, consumerism","ontagist camp may be revealed.
It could be said that Sontag’s model of post",tensor([[0.7940]]),4,"[tensor([[0.7766]]), tensor([[0.7502]]), tensor([[0.7758]]), tensor([[0.7940]]), tensor([[0.7914]]), tensor([[0.7836]]), tensor([[0.7816]]), tensor([[0.7725]]), tensor([[0.7545]]), tensor([[0.7608]]), tensor([[0.7620]]), tensor([[0.7595]]), tensor([[0.7625]]), tensor([[0.7554]]), tensor([[0.7554]]), tensor([[0.7681]]), tensor([[0.7637]]), tensor([[0.7615]]), tensor([[0.7538]]), tensor([[0.7572]]), tensor([[0.7500]]), tensor([[0.7558]]), tensor([[0.7517]]), tensor([[0.7525]]), tensor([[0.7512]]), tensor([[0.7521]]), tensor([[0.7581]]), tensor([[0.7627]]), tensor([[0.7530]]), tensor([[0.7499]]), tensor([[0.7523]]), tensor([[0.7456]]), tensor([[0.7516]]), tensor([[0.7556]]), tensor([[0.7444]])]",594,618,0.3033088235294117
39,57,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,456,21," Derrida promotes the use of postcapitalist theory to deconstruct class.
However, the subject is","[' D', 'err', 'ida', ' promotes', ' the', ' use']","['of', ' capitalist', ' theory', ' to', ' challenge', ' and', ' analyze', ' society', ""'s"", ' power', ' structures', ' in', ' his', ' works', '.']","[' of', ' post', 'capital', 'ist', ' theory', ' to', ' de', 'construct', ' class', '.\n', 'However', ',', ' the', ' subject', ' is']",1.0,"of capitalist theory to challenge and analyze society's power structures in his works. This is evident in his deconstruction of language and communication, highlighting how capitalist narratives perpetuate inequality and reinforce dominant ideologies. By deconstructing these narratives, Derrida aims"," of postcapitalist theory to deconstruct class.
However, the subject is",tensor([[0.8821]]),21,"[tensor([[0.7630]]), tensor([[0.7821]]), tensor([[0.8264]]), tensor([[0.8647]]), tensor([[0.8756]]), tensor([[0.8628]]), tensor([[0.8662]]), tensor([[0.8700]]), tensor([[0.8724]]), tensor([[0.8683]]), tensor([[0.8729]]), tensor([[0.8744]]), tensor([[0.8756]]), tensor([[0.8514]]), tensor([[0.8597]]), tensor([[0.8665]]), tensor([[0.8517]]), tensor([[0.8547]]), tensor([[0.8580]]), tensor([[0.8801]]), tensor([[0.8821]]), tensor([[0.8682]]), tensor([[0.8698]]), tensor([[0.8683]]), tensor([[0.8651]]), tensor([[0.8653]]), tensor([[0.8635]]), tensor([[0.8582]]), tensor([[0.8558]]), tensor([[0.8546]]), tensor([[0.8543]]), tensor([[0.8538]]), tensor([[0.8547]]), tensor([[0.8585]]), tensor([[0.8583]]), tensor([[0.8610]]), tensor([[0.8593]]), tensor([[0.8613]]), tensor([[0.8529]]), tensor([[0.8399]])]",455,475,0.3033088235294117
41,60,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,110,38," works of Spelling is a mythopoetical paradox.
It could be said that Derrida suggests the use of capitalist narrative to challenge the status quo. In Beverly Hills 90210,","[' works', ' of', ' Sp', 'elling', ' is', ' a', ' myth', 'opo', 'etical', ' paradox', '.\n', 'It', ' could', ' be', ' said']","['that', ' the', ' capitalist', ' narrative', ' in', ' Gibson', ""'s"", ' works', ' reveals', ' a', ' complex', ' inter', 'play', ' of', ' power', ' dynamics', ',', ' technology', ',', ' and', ' human', ' agency', '.']","[' that', ' D', 'err', 'ida', ' suggests', ' the', ' use', ' of', ' capitalist', ' narrative', ' to', ' challenge', ' the', ' status', ' quo', '.', ' In', ' Beverly', ' Hills', ' ', '902', '10', ',']",1.0,"that the capitalist narrative in Gibson's works reveals a complex interplay of power dynamics, technology, and human agency. Within the world of his fiction, the boundaries between individual identity and corporate influence blur, reflecting the ways in which capitalism shapes and structures our"," that Derrida suggests the use of capitalist narrative to challenge the status quo. In Beverly Hills 90210,",tensor([[0.8711]]),6,"[tensor([[0.7589]]), tensor([[0.7828]]), tensor([[0.7976]]), tensor([[0.8187]]), tensor([[0.8568]]), tensor([[0.8711]]), tensor([[0.8397]]), tensor([[0.8360]]), tensor([[0.8359]]), tensor([[0.8404]]), tensor([[0.8405]]), tensor([[0.8375]]), tensor([[0.8402]]), tensor([[0.8359]]), tensor([[0.8376]]), tensor([[0.8382]]), tensor([[0.8351]]), tensor([[0.8348]]), tensor([[0.8477]]), tensor([[0.8385]]), tensor([[0.8393]]), tensor([[0.8361]]), tensor([[0.8364]]), tensor([[0.8368]]), tensor([[0.8414]]), tensor([[0.8337]]), tensor([[0.8315]]), tensor([[0.8313]]), tensor([[0.8301]]), tensor([[0.8314]]), tensor([[0.8344]]), tensor([[0.8293]]), tensor([[0.8303]]), tensor([[0.8472]]), tensor([[0.8278]]), tensor([[0.8348]]), tensor([[0.8258]]), tensor([[0.8274]]), tensor([[0.8301]]), tensor([[0.8244]]), tensor([[0.8225]]), tensor([[0.8262]]), tensor([[0.8213]]), tensor([[0.8281]])]",109,146,0.3033088235294117
44,63,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,442,29,", in fact, dematerialism, but subdematerialism. Derrida promotes the use of postcapitalist theory to deconstruct class","[',', ' in', ' fact', ',', ' dem', 'aterial', 'ism', ',', ' but', ' sub', 'dem', 'aterial']","['izing', '.', ' This', ' sub', 'dem', 'aterial', 'izing', ' trend', ' is', ' evident', ' in', ' Gibson', ""'s"", ' depiction', ' of', ' cy', 'bers']","['ism', '.', ' D', 'err', 'ida', ' promotes', ' the', ' use', ' of', ' post', 'capital', 'ist', ' theory', ' to', ' de', 'construct', ' class']",0.9411764705882352,"izing. This subdematerializing trend is evident in Gibson's depiction of cyberspace as a realm where physical objects and boundaries are rendered irrelevant, and where individuals can transcend their physical limitations. Through his exploration of cyberspace, Gibson challenges traditional",ism. Derrida promotes the use of postcapitalist theory to deconstruct class,tensor([[0.8254]]),4,"[tensor([[0.7441]]), tensor([[0.7812]]), tensor([[0.8001]]), tensor([[0.8254]]), tensor([[0.8205]]), tensor([[0.8228]]), tensor([[0.8149]]), tensor([[0.8199]]), tensor([[0.8013]]), tensor([[0.8091]]), tensor([[0.8114]]), tensor([[0.8070]]), tensor([[0.8072]]), tensor([[0.8097]]), tensor([[0.8050]]), tensor([[0.8043]]), tensor([[0.8030]]), tensor([[0.8047]]), tensor([[0.8068]]), tensor([[0.8038]]), tensor([[0.8031]]), tensor([[0.8006]]), tensor([[0.8170]]), tensor([[0.8142]]), tensor([[0.8105]]), tensor([[0.8121]]), tensor([[0.8107]]), tensor([[0.8122]]), tensor([[0.8123]]), tensor([[0.8114]]), tensor([[0.8170]]), tensor([[0.8156]]), tensor([[0.8176]]), tensor([[0.8107]]), tensor([[0.8115]]), tensor([[0.8111]]), tensor([[0.8080]]), tensor([[0.8057]]), tensor([[0.8064]])]",441,469,0.3033088235294117
47,66,gpt-3.5-turbo,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,550,23," works of Gibson is a self-supporting totality.
Thus, the example of Marxist class which is a central theme","[' works', ' of', ' Gibson', ' is', ' a', ' self']","['-conscious', ' critique', ' of', ' capitalist', ' systems', ' and', ' their', ' effects', ' on', ' society', '.', ' By', ' exploring', ' the', ' intersections', ' of', ' technology']","['-support', 'ing', ' tot', 'ality', '.\n', 'Thus', ',', ' the', ' example', ' of', ' Marxist', ' class', ' which', ' is', ' a', ' central', ' theme']",1.0,"-conscious critique of capitalist systems and their effects on society. By exploring the intersections of technology, power, and identity in his cyberpunk novels, Gibson reveals the dark underbelly of neoliberal capitalism and the ways in which it shapes our lives and relationships.","-supporting totality.
Thus, the example of Marxist class which is a central theme",tensor([[0.8163]]),11,"[tensor([[0.7418]]), tensor([[0.7839]]), tensor([[0.7931]]), tensor([[0.8007]]), tensor([[0.8159]]), tensor([[0.8104]]), tensor([[0.8128]]), tensor([[0.8126]]), tensor([[0.8104]]), tensor([[0.8121]]), tensor([[0.8163]]), tensor([[0.8142]]), tensor([[0.8066]]), tensor([[0.8066]]), tensor([[0.8155]]), tensor([[0.8114]]), tensor([[0.8071]]), tensor([[0.8120]]), tensor([[0.8074]]), tensor([[0.8079]]), tensor([[0.8068]]), tensor([[0.8088]]), tensor([[0.8018]]), tensor([[0.7928]]), tensor([[0.7837]]), tensor([[0.7705]]), tensor([[0.7727]]), tensor([[0.7701]]), tensor([[0.7684]]), tensor([[0.7707]]), tensor([[0.7724]]), tensor([[0.7705]]), tensor([[0.7710]]), tensor([[0.7728]]), tensor([[0.7697]]), tensor([[0.7707]]), tensor([[0.7720]]), tensor([[0.7717]]), tensor([[0.7712]]), tensor([[0.7755]]), tensor([[0.7685]]), tensor([[0.7719]]), tensor([[0.7796]])]",549,571,0.3033088235294117
